Subject,Course,CRN,Course Title,Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ADV,498,63424,The Sandage Project,A,ONL,120211,0,26,2,2,0,0,0,0,0,0,0,0,0,0,3.93,"Meron, Shachar"
ADV,498,63425,The Sandage Project,B,ONL,120211,0,6,15,7,2,0,0,0,0,0,0,0,0,0,3.61,"Meron, Shachar"
ADV,498,63426,The Sandage Project,C,ONL,120211,0,25,4,1,0,0,0,0,0,0,0,0,0,0,3.93,"Meron, Shachar"
ADV,498,63427,The Sandage Project,D,ONL,120211,0,12,11,5,4,0,0,0,0,0,0,0,0,0,3.66,"Meron, Shachar"
AE,140,72829,CAD,A,ONL,120211,0,40,4,7,8,2,2,0,0,4,1,0,6,0,3.22,"Woodard, Brian S"
AE,202,54415,Aerospace Flight Mechanics,A,ONL,120211,17,41,13,10,11,5,3,1,0,0,3,1,0,0,3.54,"Putnam, Zachary R"
AE,311,65567,Incompressible Flow,B,OLC,120211,3,18,7,0,1,1,0,1,0,0,0,0,0,0,3.79,"Saxton-Fox, Theresa A"
AE,312,29874,Compressible Flow,A,OLC,120211,2,9,16,10,10,8,9,4,1,2,5,2,6,0,2.7,"Panerai, Francesco"
AE,321,65568,Mechs of Aerospace Structures,B,OLC,120211,3,17,5,4,3,3,2,1,1,1,0,0,1,0,3.37,"Chew, Huck Beng"
AE,323,54418,Applied Aerospace Structures,A,OLC,120211,2,13,11,8,16,8,7,9,0,0,8,5,3,0,2.69,"Geubelle, Philippe H"
AE,352,65569,Aerospace Dynamical Systems,B,ONL,120211,4,7,0,2,10,5,5,3,0,0,1,1,0,0,2.98,"Langbort, Cedric"
AE,353,29907,Aerospace Control Systems,A,OLC,120211,0,2,1,13,11,22,2,0,3,0,1,4,2,0,2.62,"Bretl, Timothy W"
AE,353,63046,Aerospace Control Systems,B,LCD,120211,0,2,3,6,7,4,2,0,0,1,0,0,1,0,2.95,"Bretl, Timothy W"
AE,370,54470,Aerospace Numerical Methods,A,ONL,120211,10,54,19,8,14,5,4,2,0,0,2,5,1,0,3.44,"Goza, Andres J"
AE,410,29954,Computational Aerodynamics,A,ONL,120211,3,15,8,3,1,1,0,1,1,0,1,1,1,0,3.41,"Panesi, Marco"
AE,435,29965,Electric Propulsion,A,OLC,120211,0,5,5,6,4,5,5,3,0,0,2,0,0,0,2.96,"Rovey, Joshua L"
AE,443,56779,Aerospace Systems Design II,A1,LCD,120211,0,5,14,11,2,0,0,0,0,0,0,0,0,0,3.56,"Merret, Jason M"
AE,443,56782,Aerospace Systems Design II,S1,OLC,120211,11,22,24,7,0,0,0,0,0,0,0,0,0,0,3.8,"Lembeck, Michael F"
AE,461,54458,Structures & Control Lab,AS1,OLC,120211,5,7,44,24,16,7,3,6,3,2,1,1,1,0,3.2,"Chasiotis, Ioannis"
AE,498,70882,Intro to Human Spaceflight,IHS,OLC,120211,4,15,3,2,3,0,0,1,0,0,0,0,0,0,3.75,"Lembeck, Michael F"
AE,502,39827,Advanced Orbital Mechanics,A,OLC,120211,16,3,0,0,1,0,0,1,0,0,0,0,0,0,3.86,"Woollands, Robyn M"
AFRO,100,46379,Intro to African American St,AD3,ONL,120211,36,19,6,5,1,3,0,0,2,0,0,0,4,0,3.59,"McMillion, Desiree Y"
AFRO,101,45869,"Black America, 1619-Present",AD2,OD,120211,0,7,6,4,5,0,4,0,0,0,0,0,2,0,3.13,"McDuffie, Erik S"
AFRO,101,45872,"Black America, 1619-Present",AD3,OD,120211,0,6,11,6,2,1,0,0,0,2,0,0,0,0,3.42,"McDuffie, Erik S"
AFRO,103,44761,Black Women in the Diaspora,A,ONL,120211,2,1,4,0,4,2,1,0,1,0,0,2,4,0,2.35,"Flynn, Karen"
AFRO,105,61994,Black Literature in America,IH,ONL,120211,1,7,7,1,2,2,0,0,4,0,0,0,1,0,3.16,"Hunt, Irvin J"
AFRO,132,65553,African American Music,AFR,OLC,120211,0,32,20,14,7,12,4,10,2,6,2,1,6,0,2.97,"Meyers, John P"
AFRO,224,39646,Race and Food Security,1,OLC,120211,17,10,3,2,0,0,0,0,0,0,0,0,0,0,3.93,"Smith, Bobby J"
AFRO,228,70808,Hip Hop Music: History&Culture,JPM,ONL,120211,0,26,3,1,0,0,0,0,0,0,0,0,0,0,3.94,"Meyers, John P"
AFRO,243,48084,Pan Africanism,A,ONL,120211,0,6,8,3,2,2,1,0,0,0,0,0,0,0,3.5,"Bowen, Merle L"
AFRO,261,69407,Intro to the African Diaspora,A,ONL,120211,0,2,9,4,4,1,0,3,1,0,2,0,0,0,3.03,"McDuffie, Erik S"
AFST,210,47157,Intro to Mod African Lit,P,ONL,120211,0,11,8,5,3,2,0,2,0,0,0,0,3,0,3.19,"Basu, Manisha"
AGCM,230,64899,Ag & Env Photography,A,LBD,120211,0,8,5,3,0,4,0,1,1,0,0,1,2,0,3.01,"Cupps-Miller, Heather A"
AGCM,320,29901,Public Information Campaigns,A,ONL,120211,0,3,14,7,6,0,0,0,0,0,0,0,0,0,3.49,"Roberts, Owen A"
AIS,101,70530,Intro to Amer Indian Studies,JLG,ONL,120211,0,19,4,0,1,0,1,1,0,0,0,0,0,0,3.77,"Larkin-Gilmore, Juliet C"
AIS,101,69198,Intro to Amer Indian Studies,LM,ONL,120211,6,18,0,2,2,0,0,1,0,0,1,0,0,0,3.72,"Marshall, Lindsay"
AIS,265,65548,Intro to American Indian Lit,A,ONL,120211,2,4,0,3,6,1,0,1,2,0,2,0,2,0,2.7,"Rymhs, Deena M"
AIS,285,67574,Indigenous Thinkers,A,ONL,120211,8,5,9,2,0,0,0,0,0,0,0,0,0,0,3.82,"Maldonado, Korinta"
ALEC,540,72392,Volunteer Management,A,ONL,120211,16,5,2,1,2,0,0,0,0,1,0,0,0,0,3.78,"Taylor, Amanda D"
ANSC,100,29911,Intro to Animal Sciences,AB1,OLB,120211,3,26,2,1,11,0,0,2,0,0,0,0,0,0,3.64,"Harsh, Bailey N"
ANSC,101,54701,Contemporary Animal Issues,AL1,OLC,120211,54,93,0,0,21,0,0,7,0,0,3,0,0,0,3.75,"Dilger, Anna C"
ANSC,103,29920,Working With Farm Animals,AL1,ONL,120211,0,56,0,0,2,0,0,0,0,0,0,0,0,0,3.97,"Parsons, Carl M"
ANSC,205,29921,World Animal Resources,AA,ONL,120211,40,25,6,0,5,1,2,1,2,1,1,1,2,0,3.59,"Parsons, Carl M"
ANSC,207,39502,Science of Pets and Their Care,AN1,ONL,120211,8,5,2,5,3,1,2,1,2,0,1,0,2,0,3.08,"Frey, Katherine L"
ANSC,207,50326,Science of Pets and Their Care,AN2,ONL,120211,6,6,0,2,3,0,1,1,0,0,0,0,4,0,2.96,"Au, Wesley"
ANSC,207,50316,Science of Pets and Their Care,AN3,ONL,120211,6,11,2,0,3,0,1,2,0,1,0,0,1,0,3.41,"Au, Wesley"
ANSC,207,50323,Science of Pets and Their Care,AN4,ONL,120211,15,9,0,0,1,1,0,1,0,0,0,1,1,0,3.6,"Au, Wesley"
ANSC,207,69277,Science of Pets and Their Care,ANA,ONL,120211,2,5,2,4,3,2,0,3,2,1,0,2,3,0,2.59,"Frey, Katherine L"
ANSC,210,70873,Grilling and BBQ Science,OL1,ONL,120211,38,28,0,4,3,0,1,0,0,0,1,0,5,0,3.62,"Klehm, Brandon J"
ANSC,223,54349,Animal Nutrition,A,OLC,120211,0,92,0,24,33,0,8,7,0,4,2,0,4,0,3.37,"Dilger, Ryan N"
ANSC,224,54350,Animal Reproduction and Growth,AL1,OLC,120211,12,24,17,20,29,22,8,13,6,4,7,3,5,0,2.87,"Miller, David J"
ANSC,250,50315,Companion Animals in Society,A,OLC,120211,79,156,30,11,21,13,12,8,4,7,6,4,20,0,3.38,"Richardson, Sarah D"
ANSC,298,29959,Undergraduate Seminar,A,OLC,120211,0,47,0,0,19,1,0,4,1,0,6,0,0,0,3.38,"Jones-Hamlow, Katelyn A"
ANSC,305,29925,Human Animal Interactions,A,OLC,120211,27,26,8,2,2,2,3,1,0,0,0,1,1,0,3.69,"Richardson, Sarah D"
ANSC,363,59971,Behavior of Domestic Animals,A,ONL,120211,2,24,7,5,12,2,0,7,1,0,3,0,1,0,3.22,"Kukekova, Anna V"
ANSC,370,59762,Companion Animal Policy,AL1,ONL,120211,12,13,7,7,5,4,3,0,3,2,1,1,4,0,3.08,"Fischer-Brown, Amy E"
ANSC,406,51162,Zoo Animal Conservation Sci,A,ONL,120211,60,58,17,5,13,1,4,4,0,0,1,0,1,0,3.73,"Roca, Alfred L"
ANSC,407,57951,Animal Shelter Management,1,ONL,120211,0,9,6,5,8,5,1,2,0,1,1,0,0,0,3.18,"Fischer-Brown, Amy E"
ANSC,409,29979,Meat Science,A,ONL,120211,0,17,0,0,6,0,0,1,0,0,0,0,0,0,3.67,"Harsh, Bailey N"
ANSC,438,29976,Lactation Biology,A,ONL,120211,0,27,0,3,4,0,0,1,1,1,0,0,0,0,3.65,"Drackley, James K"
ANSC,446,61557,Population Genetics,A,ONL,120211,2,15,0,2,2,1,2,3,1,0,0,0,2,0,3.24,"Roca, Alfred L"
ANSC,450,39603,Comparative Immunobiology,A,ONL,120211,0,6,0,0,15,0,0,2,0,0,6,0,5,0,2.32,"Steelman, Andrew J"
ANSC,498,56799,Integrating Animal Sciences,AL1,OLC,120211,7,33,8,3,5,0,0,0,0,0,1,0,0,0,3.78,"Schneider, Alicia M"
ANSC,520,29990,Protein and Energy Nutrition,A,OLC,120211,2,4,5,3,3,4,1,1,0,1,1,0,2,0,2.91,"Stein, Hans-Henrik"
ANSC,526,68597,Adv Companion Animal Nutrition,A,ONL,120211,0,27,0,0,4,0,0,0,0,0,0,0,0,0,3.87,"Swanson, Kelly S"
ANTH,101,54598,Introduction to Anthropology,1,OLC,120211,66,32,59,23,27,22,21,14,14,14,4,6,64,0,2.6,"Ritchison, Brandon T"
ANTH,102,53633,Human Origins and Culture,BD2,OLC,120211,7,13,18,15,16,3,3,3,2,1,0,0,0,0,3.33,"Polk, John D"
ANTH,103,54206,Anthro in a Changing World,ONL,ONL,120211,387,135,47,23,15,10,6,9,5,2,6,1,15,0,3.72,"Martin, Jeffrey T"
ANTH,105,71179,World Archaeology,1,OLC,120211,13,15,2,2,4,0,1,1,0,0,0,0,0,0,3.75,"Bishop, Katelyn J"
ANTH,106,43560,Hist Arch Americas,1,OLC,120211,11,57,7,1,5,6,1,0,0,1,1,0,3,0,3.62,"Arjona, Jamie M"
ANTH,160,43641,Race & Contemporary Issues,1,OLC,120211,8,14,3,0,0,0,0,1,0,0,0,0,0,0,3.89,"Rosas, Gilberto"
ANTH,180,46439,The Archaeology of Death,AL,OLC,120211,155,89,8,11,13,1,2,1,2,0,4,0,0,0,3.84,"Silverman, Helaine I"
ANTH,182,40158,Latin American Cultures,AL1,OLC,120211,11,7,1,0,1,1,1,0,0,1,0,0,0,0,3.7,"Maldonado, Korinta"
ANTH,230,30047,Sociocultural Anthropology,ADC,OD,120211,2,4,5,3,2,0,0,2,2,1,0,1,3,0,2.71,"Orta, Andrew"
ANTH,246,70382,Forensic Science,OL2,ONL,120211,83,268,34,42,39,15,15,21,5,10,4,2,35,0,3.37,"Hughes, Cris E"
ANTH,246,63359,Forensic Science,ONL,ONL,120211,0,473,20,24,25,6,8,6,5,1,2,3,5,0,3.77,"Hughes, Cris E"
ANTH,249,43609,Evolution and Human Disease,1,OLC,120211,0,17,0,3,3,0,0,1,0,0,1,1,0,0,3.49,"Sgheiza, Valerie"
ANTH,268,71991,Images of the Other,L1,OLC,120211,2,6,13,10,1,1,0,3,2,0,1,0,0,0,3.31,"Dominguez, Virginia R"
ANTH,462,46498,Museum Theory and Practice,1U,OLC,120211,19,6,1,1,2,0,1,0,0,0,1,0,2,0,3.53,"Frankenberg, Susan R"
ARAB,150,52738,Lang&Culture of Arab World,A,ONL,120211,9,5,4,0,1,1,2,1,1,2,2,3,9,0,2.28,"Saadah, Eman"
ARCH,172,67071,Drawing and Modeling,AL1,OLC,120211,62,30,19,11,11,4,0,3,1,0,2,0,2,0,3.64,"Brakke, Aaron P"
ARCH,232,67165,Structural Fundamentals,AL1,OLC,120211,9,18,11,6,17,5,3,4,2,5,3,0,11,0,2.77,"Aminmansour, Abbas"
ARCH,274,68735,Representation,AL1,OLC,120211,12,33,10,8,12,1,2,2,2,0,1,0,8,0,3.24,"Yi, Yun Kyu"
ARCH,407,51478,Rome: City of Visible History,A,OLC,120211,3,3,6,2,4,3,2,0,0,0,0,0,0,0,3.36,"Grossman, Heather E"
ARCH,416,39951,Architecture of the U.S.,M,OLC,120211,2,6,8,7,4,2,0,2,0,0,2,0,1,0,3.18,"Johnson, Tait R"
ARCH,435,70112,Struct Sys and Const Methods,AL1,OLC,120211,10,17,19,11,8,8,6,3,2,1,1,1,0,0,3.29,"Krishnan, Sudarshan"
ARCH,501,64134,Architectural Practice,ONL,ONL,120211,10,22,18,10,2,1,0,0,0,0,0,0,0,0,3.75,"Deutsch, Randall"
ARCH,517,67176,Arch History 1850-Present,AL,OLC,120211,7,11,10,10,4,3,1,3,1,0,0,0,0,0,3.44,"Bross, Benjamin A"
ARCH,593,69216,Design & Construction Futures,539,ONL,120211,14,24,3,1,1,0,1,1,0,0,0,0,0,0,3.86,"Johnson, Tait R"
ART,310,62245,Design Thinking,A,OLB,120211,20,17,0,0,0,1,1,1,1,0,0,0,0,0,3.82,"Anderson, Noel"
ARTD,209,58751,Chado (The Way of Tea),ONL,ONL,120211,9,14,4,6,0,1,0,0,1,0,1,0,0,0,3.67,"Gunji-Ballsrud, Jennifer"
ARTD,218,65186,Interaction Design Foundation,GD1,OLB,120211,16,5,1,1,1,0,0,0,0,0,0,0,0,0,3.92,"Mercer, Lisa"
ARTD,218,65187,Interaction Design Foundation,GD2,OLB,120211,20,2,0,2,0,0,0,0,1,0,0,0,0,0,3.85,"Mercer, Lisa"
ARTD,218,72143,Interaction Design Foundation,GD3,OLB,120211,1,3,4,3,2,3,0,0,1,0,0,0,5,0,2.56,"Alvarez, Guido"
ARTD,299,64011,Exploring Anime,JH1,OLB,120211,7,12,2,2,0,0,0,0,1,0,0,0,0,0,3.82,"Stirek, Lindsey L"
ARTD,299,57308,Queer Manga,JH2,OLB,120211,0,17,2,0,2,0,1,1,0,0,1,0,0,0,3.61,"Stirek, Lindsey L"
ARTD,299,46831,Illustration,SR,OLB,120211,17,2,1,0,1,0,0,1,0,0,0,0,0,0,3.85,"Robinson, Stacey"
ARTD,326,51827,Sustainability & Manufacturing,1,OLC,120211,38,10,5,0,2,0,1,0,0,0,0,0,2,0,3.77,"Fugler, Jessica"
ARTD,418,70428,Advanced Interaction Design,1,OLB,120211,10,3,0,1,1,0,1,1,1,0,1,1,1,0,3.14,"Ruecker, Stanley"
ARTD,418,70429,Advanced Interaction Design,2,OLB,120211,9,2,1,2,1,1,1,1,2,1,0,0,0,0,3.29,"Ruecker, Stanley"
ARTD,418,70430,Advanced Interaction Design,3,OLB,120211,9,4,2,2,1,0,2,0,1,0,0,0,1,0,3.42,"Ruecker, Stanley"
ARTD,448,61984,Professional Design Practice,A,OLC,120211,31,8,2,4,0,3,1,1,1,1,0,1,1,0,3.57,"Kendall, James W"
ARTD,471,65474,Graphic Design Capstone,GD2,OLB,120211,2,13,4,1,1,1,0,0,1,0,0,0,0,0,3.71,"Anderson, Noel"
ARTE,101,68870,"Art, Design, and Society",1,OLC,120211,90,12,16,9,15,4,3,5,2,1,3,1,10,0,3.38,"Lucero, Jorge"
ARTH,211,63628,Design History Survey,A,OLC,120211,10,91,23,11,18,6,2,4,1,0,2,1,3,0,3.56,"Weissman, Terri"
ARTH,235,53014,Art and Power in 17th c Europe,LR,OLC,120211,1,7,9,4,3,5,1,2,0,0,0,0,1,0,3.24,"Rosenthal, Lisa"
ARTH,242,65135,Art Since 1940,KR,OLC,120211,2,9,12,9,5,2,0,1,0,0,3,0,1,0,3.26,"Romberg, Kristin"
ARTH,361,71886,Contemporary Art,ER,OLC,120211,0,5,6,12,11,6,0,2,1,0,0,0,0,0,3.18,"Reitz, Erin E"
ARTH,403,39090,Word and Image in Chinese Art,G,OLC,120211,2,10,3,2,2,5,1,3,0,0,0,0,2,0,3.11,"Burkus-Chasson, Anne"
ARTS,220,72282,Introduction to Fashion,1,ONL,120211,19,9,0,1,2,0,0,1,0,0,0,0,0,0,3.85,"Becker, Susan E"
ASRM,210,68699,Theory of Interest,M1,ONL,120211,4,7,9,3,8,2,0,1,1,1,0,1,0,0,3.3,"Cole, Paa Kow"
ASRM,406,68700,Lin Algebra & Financial Apps,T1,ONL,120211,0,24,6,2,1,4,0,2,0,0,0,0,2,0,3.47,"Rosenblatt, Joseph M"
ASRM,409,68701,Stoch Proc for Fin & Insurance,C13,ONL,120211,19,25,5,4,8,2,5,6,2,2,0,2,0,0,3.37,"Freiji, Claudia G"
ASRM,410,68702,Investments and Fin Markets,M13,ONL,120211,37,2,2,1,3,1,1,2,0,1,2,1,0,0,3.57,"Chong, Wing Fung"
ASRM,461,68703,Loss Models,G1,ONL,120211,17,9,8,5,1,4,2,1,0,0,0,0,0,0,3.62,"Cole, Paa Kow"
ASRM,472,68705,Life Contingencies II,G13,ONL,120211,11,6,3,2,1,6,4,1,1,0,0,0,0,0,3.36,"Cole, Paa Kow"
ASTR,100,57339,Introduction to Astronomy,A,ONL,120211,33,47,28,20,14,4,10,5,2,0,3,0,3,0,3.44,"Winans, Amanda"
ASTR,100,57338,Introduction to Astronomy,B,ONL,120211,23,47,26,12,29,9,9,4,5,6,8,13,31,0,2.65,"Winans, Amanda"
ASTR,121,30832,Solar System and Worlds Beyond,AL1,OLC,120211,51,32,23,12,15,4,8,5,2,1,2,0,13,0,3.26,"Winans, Amanda"
ASTR,122,30845,Stars and Galaxies,AL1,OLC,120211,55,51,13,11,19,3,8,4,4,1,1,0,10,0,3.38,"Dunne, Bryan C"
ASTR,150,54508,Killer Skies: Astro-Disasters,KS,OLC,120211,66,24,5,4,6,3,1,2,0,3,1,2,6,0,3.5,"Dunne, Bryan C"
ASTR,210,30855,Introduction to Astrophysics,1,OLC,120211,17,27,4,1,4,0,2,3,1,0,3,1,8,0,3.13,"Kemball, Athol J"
ASTR,310,68851,Computing in Astronomy,1,OLC,120211,0,24,3,1,4,1,0,3,0,0,3,0,3,0,3.19,"Ricker, Paul M"
ASTR,330,63575,Extraterrestrial Life,ONL,ONL,120211,30,102,29,16,7,3,0,2,0,0,0,0,5,0,3.72,"Liu, Xin"
ASTR,405,39316,Planetary Systems,1,OLC,120211,7,9,6,2,3,0,5,3,2,1,1,1,1,0,3.07,"Wong, Tony"
ASTR,414,43741,Astronomical Techniques,AT,OLC,120211,7,6,1,3,2,3,0,0,0,0,2,0,0,0,3.4,"Shen, Yue"
ATMS,100,39350,Introduction to Meteorology,AL2,OLC,120211,9,29,13,19,37,10,6,16,0,3,4,0,12,0,2.88,"Frame, Jeffrey"
ATMS,120,39412,Severe and Hazardous Weather,A,OLC,120211,61,233,36,34,80,16,8,15,3,7,3,0,12,0,3.48,"Choate, Jessica J"
ATMS,140,30894,Climate and Global Change,A,OLC,120211,3,13,12,9,7,2,6,1,6,1,5,3,7,0,2.65,"Hence, Deanna"
ATMS,306,51095,Cloud Physics,A,LEC,120211,0,7,6,0,2,0,0,4,1,0,0,0,1,0,3.13,"Lasher-Trapp, Sonia"
ATMS,517,71708,Data Science for Geosciences,AK,ONL,120211,14,4,0,3,0,0,0,0,0,0,0,0,0,0,3.9,"Klees, Alicia M"
BADM,210,71034,Business Analytics I,CL,OLC,120211,1,44,29,17,21,8,7,15,3,1,3,0,3,0,3.18,"Larson, Eric"
BADM,210,68637,Business Analytics I,DL,OLC,120211,0,80,19,8,28,7,9,9,7,0,4,2,5,0,3.23,"Larson, Eric"
BADM,211,68638,Business Analytics II,A,ONL,120211,1,30,6,4,1,0,1,2,0,0,0,0,0,0,3.75,"Virudachalam, Vanitha"
BADM,211,68639,Business Analytics II,B,ONL,120211,3,21,7,2,5,2,2,0,1,0,0,0,0,0,3.61,"Virudachalam, Vanitha"
BADM,211,70075,Business Analytics II,C,ONL,120211,1,31,5,1,3,1,0,0,0,0,0,0,1,0,3.75,"Virudachalam, Vanitha"
BADM,211,70076,Business Analytics II,D,ONL,120211,0,36,5,1,0,0,0,0,0,1,0,0,0,0,3.88,"Ahsen, Mehmet E"
BADM,211,70077,Business Analytics II,E,ONL,120211,0,36,5,1,1,0,1,0,1,0,0,0,0,0,3.84,"Ahsen, Mehmet E"
BADM,211,70078,Business Analytics II,F,ONL,120211,0,32,4,4,3,1,0,0,0,1,0,0,0,0,3.76,"Ahsen, Mehmet E"
BADM,211,70082,Business Analytics II,J,ONL,120211,0,20,7,7,2,3,1,0,3,0,0,0,0,0,3.5,"Guggenheim, David R"
BADM,211,70084,Business Analytics II,L,ONL,120211,0,18,7,9,4,0,2,1,1,2,0,1,0,0,3.36,"Sachdev, Vishal"
BADM,211,70085,Business Analytics II,M,ONL,120211,0,16,12,5,4,4,1,0,0,1,0,0,0,0,3.51,"Sachdev, Vishal"
BADM,211,70086,Business Analytics II,N,ONL,120211,0,18,7,3,6,1,1,2,4,0,0,0,0,0,3.37,"Guggenheim, David R"
BADM,275,70088,Operations Management,I,ONL,120211,22,15,1,1,1,0,0,0,0,0,0,0,0,0,3.95,"Kwon, Hyok-Jon D"
BADM,275,71692,Operations Management,J,ONL,120211,14,17,4,1,1,0,2,0,0,0,0,0,0,0,3.84,"Kwon, Hyok-Jon D"
BADM,275,71697,Operations Management,K,ONL,120211,11,18,6,0,0,2,0,1,0,0,0,0,0,0,3.83,"Anand, Gopesh J"
BADM,275,71700,Operations Management,L,ONL,120211,7,33,9,1,1,0,0,0,0,0,0,0,0,0,3.91,"Wang, Yixin"
BADM,275,71694,Operations Management,N,ONL,120211,10,8,1,1,0,0,0,1,1,1,0,0,0,0,3.65,"Han, Rongqing"
BADM,275,71695,Operations Management,O,ONL,120211,18,24,5,4,0,0,1,0,0,0,0,0,0,0,3.88,"Han, Rongqing"
BADM,275,71696,Operations Management,P,LCD,120211,18,18,6,3,0,0,0,0,0,1,0,0,0,0,3.86,"Baddam, Swathi Reddy"
BADM,300,30956,The Legal Environment of Bus,1,OLC,120211,31,77,42,14,14,7,3,2,2,1,0,1,1,0,3.64,"Warnick, Emerson T"
BADM,300,40037,The Legal Environment of Bus,2,OLC,120211,116,42,13,15,3,1,1,2,1,0,1,0,4,0,3.77,"Wright, Margaret"
BADM,310,30963,Mgmt and Organizational Beh,1,OLC,120211,174,125,28,4,10,2,3,1,0,0,0,0,7,0,3.83,"White, Judith B"
BADM,310,57199,Mgmt and Organizational Beh,OL,ONL,120211,0,178,71,38,37,17,14,13,5,0,7,3,6,0,3.42,"Gill, Shahbaz"
BADM,311,31044,Leading Individuals and Teams,A,LCD,120211,8,13,8,13,12,3,2,0,1,0,0,0,0,0,3.45,"Yates, Miriam"
BADM,311,39261,Leading Individuals and Teams,B,LCD,120211,6,6,15,9,12,4,1,0,0,0,0,0,0,0,3.43,"Yates, Miriam"
BADM,312,31046,Designing and Managing Orgs,A,LCD,120211,6,26,3,1,0,0,0,0,0,0,0,0,0,0,3.95,"Li, Ying"
BADM,312,31048,Designing and Managing Orgs,B,LCD,120211,1,11,12,6,2,1,2,1,3,0,0,0,2,0,3.23,"Love, E G"
BADM,312,31050,Designing and Managing Orgs,C,LCD,120211,8,7,6,7,12,4,0,0,0,0,0,0,0,0,3.45,"Kraatz, Matthew S"
BADM,313,31071,Strategic Human Res Management,A,ONL,120211,26,14,1,1,1,0,1,2,0,0,2,0,1,0,3.64,"Bruce, Joshua R"
BADM,313,71701,Strategic Human Res Management,B,ONL,120211,25,8,2,1,3,1,0,0,0,0,0,0,1,0,3.76,"Bruce, Joshua R"
BADM,314,63687,Leading Negotiations,A,ONL,120211,9,15,10,5,6,1,4,1,2,2,2,0,0,0,3.32,"Ward, Sarah"
BADM,314,66499,Leading Negotiations,B,ONL,120211,19,30,7,4,1,3,0,0,0,0,0,0,0,0,3.84,"White, Judith B"
BADM,320,30958,Principles of Marketing,1,OLC,120211,217,135,35,23,14,5,7,1,1,0,0,0,1,0,3.85,"Wolters, Mark E"
BADM,320,55843,Principles of Marketing,OL,ONL,120211,145,128,42,29,28,8,8,5,0,1,0,0,1,0,3.74,"Wolters, Mark E"
BADM,322,40724,Marketing Research,A,ONL,120211,0,30,8,2,0,0,0,0,0,0,0,0,0,0,3.9,"Kim, Myoung Hee"
BADM,322,31038,Marketing Research,B,ONL,120211,0,30,3,2,0,0,0,0,0,0,0,0,0,0,3.93,"Kim, Myoung Hee"
BADM,322,31040,Marketing Research,C,ONL,120211,0,31,5,1,0,2,0,0,0,0,0,0,0,0,3.87,"Kim, Myoung Hee"
BADM,323,31053,Marketing Communications,A,ONL,120211,0,17,0,0,28,0,0,3,0,0,0,0,0,0,3.29,"Shavitt, Sharon"
BADM,323,31055,Marketing Communications,B,ONL,120211,0,27,0,0,24,0,0,2,0,0,0,0,0,0,3.47,"Shavitt, Sharon"
BADM,325,31059,Consumer Behavior,A,ONL,120211,5,32,5,3,5,2,1,0,0,0,0,0,1,0,3.69,"Noel, Hayden N"
BADM,325,31060,Consumer Behavior,B,ONL,120211,13,25,2,3,0,0,0,0,0,0,0,0,0,0,3.94,"Koo, Minkyung"
BADM,326,61562,Pricing Strategy,A,ONL,120211,6,14,2,4,5,0,0,2,0,0,1,0,0,0,3.55,"Liu, Yunchuan"
BADM,327,31073,Marketing to Business and Govt,A,ONL,120211,12,15,2,2,1,0,0,0,0,0,0,0,0,0,3.91,"Noel, Hayden N"
BADM,329,50310,New Product Development,A,ONL,120211,1,36,3,4,0,1,0,0,0,0,0,0,0,0,3.89,"Sethi, Simrun S"
BADM,330,71712,Brand Management,A,ONL,120211,25,10,0,0,2,1,0,0,0,0,0,0,1,0,3.81,"Danienta, Nadia R"
BADM,335,47943,Supply Chain Management Basics,A,ONL,120211,0,6,5,6,3,4,0,1,0,0,0,0,0,0,3.36,"Scott, Nehemiah"
BADM,340,60371,Ethical Dilemmas of Business,A,ONL,120211,0,28,0,1,1,1,0,2,0,1,0,0,0,0,3.72,"Barbeau, Aimee"
BADM,340,68609,Ethical Dilemmas of Business,B,ONL,120211,0,36,0,1,2,0,0,1,0,0,0,0,0,0,3.88,"Barbeau, Aimee"
BADM,340,71713,Ethical Dilemmas of Business,C,ONL,120211,7,22,6,1,2,0,0,0,0,0,0,0,0,0,3.88,"Noonan, James R"
BADM,340,71714,Ethical Dilemmas of Business,D,ONL,120211,5,8,1,3,2,1,1,3,1,0,0,0,3,0,3.01,"Winter, Gretchen A"
BADM,350,50065,IT for Networked Organizations,B,ONL,120211,4,37,17,4,1,0,1,0,0,0,0,0,0,0,3.83,"Subramanyam, Ramanath"
BADM,350,50233,IT for Networked Organizations,C,ONL,120211,4,16,9,9,3,0,0,0,0,0,0,0,0,0,3.71,"Subramanyam, Ramanath"
BADM,350,59972,IT for Networked Organizations,D,ONL,120211,0,8,16,1,2,0,0,1,0,0,1,0,0,0,3.55,"Parthasarathy, Rangarajan"
BADM,350,68280,IT for Networked Organizations,E,ONL,120211,0,24,0,3,2,1,0,1,0,0,0,0,0,0,3.76,"Sachdev, Vishal"
BADM,351,53412,E-Business Management,A,ONL,120211,46,9,1,4,0,2,0,0,0,0,0,0,0,0,3.91,"Mehta, Sameer"
BADM,351,71619,E-Business Management,B,ONL,120211,29,15,4,7,4,3,0,0,0,0,0,0,0,0,3.77,"Mehta, Sameer"
BADM,352,66500,Database Design and Management,A,ONL,120211,5,35,6,11,6,0,0,1,0,0,0,0,0,0,3.73,"Garimella, Aravinda"
