Subject,Course,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
AE,483,UAV Navigation and Control,39,37,9,7,5,3,2,2,0,1,1,0,2,0,3.65,"Bretl, Timothy W"
AE,504,Optimal Aerospace Systems,4,5,8,1,5,1,0,0,0,0,0,0,0,0,3.6,"Langbort, Cedric"
AFRO,100,Intro to African American St,1,6,11,3,4,0,0,3,4,0,0,0,1,1,3.12,"McMillion, Desiree Y"
AFRO,100,Intro to African American St,5,5,10,4,2,3,2,0,1,0,0,0,1,0,3.34,"McMillion, Desiree Y"
AFRO,101,"Black America, 1619-Present",2,4,4,1,3,3,0,1,2,0,0,0,2,0,2.93,"Cha-Jua, Sundiata"
AFRO,101,"Black America, 1619-Present",2,3,2,2,3,6,1,0,0,0,1,1,3,0,2.63,"Cha-Jua, Sundiata"
AFRO,132,African American Music,0,13,8,4,4,0,1,0,0,0,0,0,0,0,3.63,"Meyers, John P"
AFRO,411,African American Psychology,0,12,1,0,9,1,0,1,0,0,0,0,0,1,3.48,"Neville, Helen A"
AGCM,110,Intro to Ag and Env Comm,0,16,2,1,2,0,0,1,0,0,0,0,0,0,3.76,"Cupps-Miller, Heather A"
AGCM,220,Communicating Agriculture,0,12,2,2,3,0,0,3,0,0,0,1,3,0,2.99,"Cupps-Miller, Heather A"
AGED,230,Leadership Communications,1,40,18,5,6,3,4,2,3,1,0,0,0,1,3.52,"Keating, Kari H"
AGED,260,Intro to Leadership Studies,47,57,23,13,18,9,3,5,1,2,0,0,1,1,3.59,"Burgoon, Lisa A"
AGED,280,Training Needs Assessment,4,13,1,1,2,0,0,2,0,2,0,1,3,0,3.05,"Korte, Debra S"
AGED,340,Leadership Ethics & Pluralism,5,7,11,2,2,1,0,1,0,2,0,0,2,0,3.28,"Collins, Jasmine D"
AGED,380,Leadership in Groups and Teams,7,21,21,14,7,5,1,1,1,0,1,0,1,0,3.46,"Rosch, David M"
AGED,480,Collaborative Leadership,6,17,6,4,0,0,0,0,0,0,0,0,0,0,3.86,"Keating, Kari H"
AHS,199,Undergraduate Open Seminar,11,15,0,0,4,0,0,2,0,0,1,0,1,0,3.56,"Rasberry, Moses K"
AHS,494,Disability & Assistive Technol,0,25,17,5,1,0,0,2,0,0,1,0,4,0,3.4,"Thompson, Marc"
AIS,101,Intro to Amer Indian Studies,1,4,6,6,2,1,0,1,0,0,0,0,1,0,3.3,"Soto, Silvia"
ANSC,100,Intro to Animal Sciences,11,94,0,7,44,0,3,17,0,0,1,0,2,1,3.45,"Parrett, Douglas F"
ANSC,103,Working With Farm Animals,0,77,0,2,1,0,0,0,0,0,0,0,0,0,3.97,"Cobb, Alan R"
ANSC,110,Life With Animals and Biotech,5,8,4,3,4,0,0,0,0,0,0,0,0,0,3.69,"Allen, Crystal A"
ANSC,110,Life With Animals and Biotech,11,30,3,2,6,0,0,1,0,0,0,0,0,1,3.81,"Allen, Crystal A"
ANSC,206,Horse Management,4,41,0,0,6,0,0,0,1,0,0,0,0,0,3.84,"Kline, Kevin H"
ANSC,207,Companion Animal Biology &Care,6,27,6,1,4,0,2,0,0,0,0,0,0,1,3.78,"Lewis, Justin D"
ANSC,207,Companion Animal Biology &Care,7,20,10,4,2,1,1,0,2,0,0,0,0,0,3.67,"Hackett, Mary E"
ANSC,207,Companion Animal Biology &Care,5,27,8,2,4,2,0,0,0,1,0,0,0,0,3.73,"Hackett, Mary E"
ANSC,207,Companion Animal Biology &Care,7,26,5,1,2,0,1,1,0,0,1,0,1,0,3.67,"Elliott, Alexandria F"
ANSC,207,Companion Animal Biology &Care,7,20,3,3,2,0,2,1,0,1,0,0,0,0,3.67,"Elliott, Alexandria F"
ANSC,207,Companion Animal Biology &Care,4,20,0,0,1,1,1,1,0,0,0,0,0,0,3.79,"Lewis, Justin D"
ANSC,221,"Cells, Metabolism and Genetics",4,35,0,10,53,0,9,36,0,4,9,0,8,0,2.71,"Beever, Jonathan E"
ANSC,222,Anatomy and Physiology,0,28,10,12,45,9,2,26,9,7,7,3,9,1,2.62,"Wheeler, Matthew B"
ANSC,250,Companion Animals in Society,133,72,23,19,18,9,9,7,4,4,2,3,3,0,3.58,"Albert, Sarah D"
ANSC,298,Undergraduate Seminar,0,65,0,0,10,0,0,4,0,0,2,0,1,0,3.66,"Jones-Hamlow, Katelyn A"
ANSC,305,Human Animal Interactions,5,21,0,5,0,0,0,2,0,0,0,0,0,0,3.78,"Albert, Sarah D"
ANSC,307,Companion Animal Management,5,11,9,12,10,2,4,5,2,0,0,1,0,0,3.21,"Fischer-Brown, Amy E"
ANSC,309,Meat Production and Marketing,0,18,2,3,3,0,0,1,0,0,1,0,0,0,3.62,"Boler, Dustin D"
ANSC,350,Cellular Metabolism in Animals,0,32,0,0,9,0,0,2,0,0,0,0,0,0,3.7,"Ridlon, Jason M"
ANSC,370,Companion Animal Policy,2,7,3,2,2,0,1,1,1,1,0,0,2,0,3.05,"Fischer-Brown, Amy E"
ANSC,398,Off-Campus Internship,1,26,0,0,1,0,0,0,0,0,0,0,1,0,3.91,"Albert, Sarah D"
ANSC,401,Beef Production,0,31,0,3,5,0,0,1,0,0,0,0,0,0,3.77,"Parrett, Douglas F"
ANSC,420,Ruminant Nutrition,2,9,7,4,17,2,1,9,2,0,1,1,0,0,2.99,"Drackley, James K"
ANSC,431,Advanced Reproductive Biology,3,7,0,3,5,3,0,10,0,0,0,0,0,0,3,"Nowak, Romana A"
ANSC,445,Statistical Methods,0,18,7,2,0,1,0,0,1,0,0,0,0,0,3.75,"Rodriguez-Zas, Sandra L"
ANSC,452,Animal Growth and Development,3,25,0,0,9,0,0,4,0,0,0,0,0,1,3.61,"Dilger, Anna C"
ANSC,467,Applied Animal Ecology,4,14,13,2,3,0,0,0,0,0,0,0,0,0,3.76,"Johnson, Janeen L"
ANSC,498,Integrating Animal Sciences,0,58,0,0,11,0,0,0,0,0,0,0,0,0,3.84,"Jones-Hamlow, Katelyn A"
ANTH,101,Introduction to Anthropology,0,143,164,92,65,38,18,21,9,0,17,0,13,1,3.26,"Mehta, Jayur M"
ANTH,103,Anthro in a Changing World,73,110,58,12,20,14,4,4,3,1,3,1,2,1,3.64,"Smalls, Krystal A"
ANTH,103,Anthro in a Changing World,11,25,28,26,27,17,17,11,6,5,3,0,4,1,3.01,"Orta, Andrew"
ANTH,104,Talking Culture,7,7,12,1,1,1,1,0,1,0,0,0,0,0,3.65,"Kramer, Elise A"
ANTH,104,Talking Culture,2,2,11,4,1,0,0,0,0,0,0,1,0,0,3.49,"Kramer, Elise A"
ANTH,143,Biology of Human Behavior,10,11,3,2,1,0,1,0,0,0,0,0,1,0,3.69,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,230,163,58,26,31,17,5,9,5,4,9,1,19,1,3.58,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,13,6,1,0,0,2,1,3,0,0,1,0,0,0,3.49,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,11,12,1,0,1,0,0,0,0,1,0,0,1,0,3.7,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,7,12,4,0,2,0,0,2,1,0,1,0,0,0,3.56,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,12,6,4,1,2,2,0,1,0,0,0,0,1,0,3.56,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,13,9,2,0,0,1,0,0,0,0,0,1,2,0,3.52,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,15,7,2,2,0,2,1,0,0,0,0,0,0,0,3.78,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,7,7,5,1,3,1,0,0,1,2,0,0,1,0,3.35,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,16,8,1,1,0,0,0,0,1,0,0,0,1,0,3.74,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,11,7,2,2,2,2,0,0,0,0,0,0,0,0,3.74,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,11,7,1,3,1,0,0,2,0,0,0,0,1,0,3.56,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,8,3,6,0,1,3,0,0,0,0,1,0,1,0,3.39,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,8,15,1,0,1,1,0,0,1,0,0,0,1,0,3.68,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,5,11,3,1,1,0,1,1,0,0,1,0,4,0,3.1,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,10,4,2,2,0,0,0,0,0,0,1,0,2,0,3.38,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,14,4,4,2,3,1,0,0,0,0,0,0,0,0,3.75,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,11,7,3,3,4,0,1,0,0,0,1,0,0,0,3.61,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,12,6,3,3,2,0,0,0,0,0,0,0,1,0,3.67,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,11,4,3,1,0,1,0,0,0,0,1,0,1,1,3.55,"Jelinek, Petra"
ANTH,143,Biology of Human Behavior,11,9,4,0,3,0,0,0,0,1,0,0,0,0,3.75,"Jelinek, Petra"
ANTH,180,The Archaeology of Death,51,67,23,19,47,7,5,19,6,0,12,0,6,3,3.25,"Silverman, Helaine I"
ANTH,230,Sociocultural Anthropology,0,2,10,3,5,3,0,0,0,0,1,0,0,0,3.28,"Dominguez, Virginia R"
ANTH,241,Human Biological Variation,6,4,3,2,2,2,1,0,1,0,0,0,1,0,3.32,"Konigsberg, Lyle W"
ANTH,246,Forensic Science,32,249,20,26,34,3,6,9,4,0,0,1,7,4,3.67,"Hughes, Cris E"
ARAB,150,Lang&Culture of Arab World,13,11,3,0,0,0,0,1,0,0,0,0,3,0,3.52,"Saadah, Eman"
ARCH,101,Introduction to Architecture,22,14,17,9,6,8,2,2,0,0,0,1,4,0,3.35,"Dearborn, Lynne M"
ARCH,101,Introduction to Architecture,16,8,12,9,5,5,2,1,2,1,0,1,3,1,3.24,"Dearborn, Lynne M"
ARCH,231,Anatomy of Buildings,0,68,0,0,29,0,0,13,0,0,2,0,3,1,3.37,"Deutsch, Randall"
ARCH,271,Graphics for Architects,0,12,15,19,23,11,7,6,7,1,2,4,3,1,2.82,"Emmons, David J"
ARCH,341,Environment Tech HVAC,2,2,10,11,10,7,8,0,6,2,2,0,1,0,2.81,"Strand, Richard K"
ARCH,342,Environment Tech Ltg & Acoust,4,8,3,10,4,3,2,2,0,1,0,0,1,1,3.22,"Boubekri, Mohamed"
ARCH,351,Statics & Dynamics,7,10,14,19,12,13,9,4,7,3,1,1,0,2,3,"Mitalski, Marc A"
ARCH,409,Special Topics in Spanish Arch,0,3,6,6,4,3,4,1,0,0,0,0,0,0,3.16,"Lapunzina, Alejandro"
ARCH,410,Ancient Egyptian & Greek Arch,1,6,2,0,13,1,0,4,0,0,1,0,1,1,2.97,"Senseney, John R"
ARCH,411,Ancient Roman Architecture,1,11,1,6,12,0,2,6,0,1,0,0,1,0,3.06,"Senseney, John R"
ARCH,412,Medieval Architecture,0,4,5,5,4,2,1,1,0,0,0,0,0,0,3.3,"Grossman, Heather E"
ARCH,451,Theory & Design Steel & Timber,11,22,15,8,11,5,2,3,0,2,1,1,0,0,3.4,"Aminmansour, Abbas"
ARCH,451,Theory & Design Steel & Timber,6,9,5,4,0,1,0,2,0,0,0,0,0,0,3.64,"Lapunzina, Alejandro"
ARCH,468,Overseas Architectural Studies,0,8,7,10,1,1,0,0,0,0,0,0,0,0,3.58,"Lapunzina, Alejandro"
ARCH,476,Arch Design & Exploration,0,8,9,9,1,0,0,0,0,0,0,0,0,0,3.63,"Lapunzina, Alejandro"
ARCH,536,Plng & Design of Struct Sys,6,25,15,12,7,4,6,6,0,0,0,0,0,1,3.42,"Krishnan, Sudarshan"
ARCH,577,Theories of Architecture,10,15,26,14,20,14,2,3,0,0,0,0,0,1,3.37,"Stallmeyer, John C"
ART,100,Understanding Visual Culture,1,17,6,5,4,2,1,1,0,0,0,0,0,1,3.58,"Burns, Jennifer"
ART,105,Visual Design for Non-Majors,0,22,14,1,1,2,0,0,0,0,0,0,0,0,3.78,"Sethi Suresh, Simrun"
ART,105,Visual Design for Non-Majors,0,27,5,0,2,0,0,1,0,0,0,0,1,1,3.73,"Sethi Suresh, Simrun"
ART,310,Design Thinking,1,8,19,7,1,6,0,2,0,0,0,0,0,0,3.46,"Goggin, Nan E"
ARTD,201,Industrial Design I,1,19,0,1,1,0,0,0,0,0,0,0,0,0,3.92,"Sethi Suresh, Simrun"
ARTD,218,Intro to Web Technologies,5,4,5,0,1,3,1,0,0,0,1,0,1,0,3.27,"Mercer, Lisa"
ARTD,218,Intro to Web Technologies,9,5,3,1,1,2,1,0,0,0,0,1,0,1,3.55,"Mercer, Lisa"
ARTD,222,Typographic Practice,7,12,1,0,0,0,0,0,0,0,0,1,0,2,3.83,"Robinson, Stacey"
ARTD,225,Design Drawing,0,2,5,3,2,4,1,0,0,1,1,0,3,0,2.62,"Bowman, Matthew L"
ARTD,230,Design Thinking/Need-Finding,7,12,12,1,0,0,0,0,0,0,0,0,0,0,3.86,"Weightman, David I"
ARTD,270,Design Methods,0,4,9,5,4,0,0,0,0,0,0,0,0,0,3.53,"Benson, Eric"
ARTD,328,Human-Centered Product Design,15,8,7,3,2,0,0,1,1,1,0,0,0,1,3.65,"Taylor, Gina A"
ARTD,426,Product Innovation,3,20,10,5,4,1,8,3,2,0,2,0,0,0,3.28,"Hansen, Michael J"
ARTE,475,Art Exhibition Practices,6,16,2,2,0,0,0,0,0,0,0,0,0,0,3.93,"Bergmark, Jennifer L"
ARTF,101,Contemporary Issues in Art,54,48,13,13,7,2,2,4,2,1,2,6,0,1,3.56,"Kienke, Christopher"
ARTH,115,Art in a Global Context,1,1,9,3,5,1,0,0,0,0,1,0,0,0,3.32,"Belanger, Noelle C"
ARTH,115,Art in a Global Context,1,6,2,4,2,2,1,0,1,1,0,0,2,0,2.97,"Garth, Maria V"
ARTH,115,Art in a Global Context,1,0,6,5,4,2,1,1,1,0,0,0,0,0,3.14,"Belanger, Noelle C"
ARTH,231,Northern Renaissance Art,0,4,8,4,2,4,0,0,1,0,0,0,0,0,3.35,"Rosenthal, Lisa"
ARTH,250,American Art,2,7,6,5,10,4,1,1,1,0,1,0,0,0,3.22,"Weissman, Terri"
ARTH,260,Graffiti and Murals,1,15,17,11,13,14,9,3,7,1,1,0,2,0,2.98,"Vazquez, Oscar"
ASTR,100,Introduction to Astronomy,31,35,27,17,14,8,14,4,2,3,2,2,5,0,3.26,"Winans, Amanda"
ASTR,100,Introduction to Astronomy,2,16,7,8,10,5,3,9,6,0,6,0,3,0,2.78,"Vieira, Joaquin D"
ASTR,100,Introduction to Astronomy,48,38,16,21,21,12,8,10,7,2,4,1,12,0,3.13,"Winans, Amanda"
ASTR,121,Solar System and Worlds Beyond,28,25,13,15,13,8,7,8,3,6,0,0,9,1,3.08,"Winans, Amanda"
ASTR,122,Stars and Galaxies,15,32,16,17,28,13,9,7,8,1,0,2,6,1,3.07,"Wefel, Katrina L"
ASTR,150,Killer Skies: Astro-Disasters,12,48,21,14,12,6,9,6,1,3,1,0,5,1,3.3,"Dunne, Bryan C"
ASTR,210,Introduction to Astrophysics,18,40,11,3,11,1,1,2,1,0,0,0,1,0,3.66,"Dunne, Bryan C"
ASTR,330,Extraterrestrial Life,10,128,63,13,11,5,1,0,0,0,1,0,1,1,3.76,"Liu, Xin"
ASTR,404,Stellar Astrophysics,0,9,5,3,2,5,5,3,3,1,0,0,4,0,2.69,"Ricker, Paul M"
ASTR,406,Galaxies and the Universe,2,9,6,2,4,4,1,2,2,0,0,0,1,0,3.18,"Wong, Tony"
ATMS,100,Introduction to Meteorology,29,90,55,47,106,26,16,12,12,3,6,2,5,2,3.21,"Frame, Jeffrey"
ATMS,120,Severe and Hazardous Weather,154,164,81,55,45,27,6,13,5,3,4,0,3,1,3.6,"Snodgrass, Eric R"
ATMS,140,Climate and Global Change,14,10,10,18,13,4,4,3,3,3,2,3,6,1,2.91,"Nesbitt, Anna"
ATMS,201,General Physical Meteorology,15,18,6,4,1,1,0,0,0,0,0,0,2,0,3.68,"Snodgrass, Eric R"
ATMS,205,Intro to Geosciences Computing,5,8,3,3,3,1,0,0,0,0,0,0,0,0,3.68,"Jewett, Brian F"
ATMS,302,Atmospheric Dynamics I,0,4,3,3,7,3,3,3,4,2,1,2,1,1,2.52,"Wang, Zhuo"
ATMS,303,Synoptic-Dynamic Wea Analysis,0,8,0,0,5,3,1,3,2,1,3,1,3,1,2.39,"Frame, Jeffrey"
ATMS,421,Earth Systems Modeling,4,10,8,3,1,1,1,0,0,0,0,0,1,0,3.56,"Nesbitt, Anna"
BADM,199,Business in Action,0,22,3,2,0,0,0,0,0,0,0,0,0,0,3.91,"Bednar, Michael K"
BADM,199,Honors Seminar,0,31,2,2,0,0,0,0,0,0,0,0,0,0,3.94,"Green, Kerri A"
BADM,300,The Legal Environment of Bus,17,75,18,27,36,11,4,9,7,0,0,0,0,0,3.43,"Wright, Margaret"
BADM,300,The Legal Environment of Bus,7,24,2,8,7,2,1,0,1,0,0,0,0,1,3.62,"Wright, Margaret"
BADM,300,The Legal Environment of Bus,11,53,14,18,30,9,5,11,4,0,2,0,0,0,3.34,"Wright, Margaret"
BADM,310,Mgmt and Organizational Beh,198,183,67,50,37,10,7,5,2,1,2,3,1,2,3.73,"Shabbir, Muhammad S"
BADM,311,Individual Behavior in Orgs,0,21,16,15,3,1,0,0,0,0,0,0,0,0,3.65,"Goncalo, Jack"
BADM,311,Individual Behavior in Orgs,0,14,15,8,1,0,0,0,0,0,0,0,0,1,3.7,"Goncalo, Jack"
BADM,312,Org Design and Environment,0,16,11,7,8,0,0,0,0,0,0,0,0,0,3.61,"Khessina, Olga"
BADM,312,Org Design and Environment,0,23,6,9,5,0,0,0,0,0,0,0,0,1,3.7,"Khessina, Olga"
BADM,313,Human Resource Management,5,5,1,2,2,3,1,1,0,0,0,0,1,0,3.27,"Kim, Hyunsun"
BADM,314,Leading Negotiations,0,5,7,16,16,6,1,2,0,1,0,0,1,0,3.1,"Jang, Daisung"
BADM,320,Principles of Marketing,117,121,36,20,13,5,3,1,0,0,0,0,0,1,3.84,"Wolters, Mark E"
BADM,320,Principles of Marketing,160,108,32,12,3,5,0,0,0,0,0,0,0,0,3.91,"Wolters, Mark E"
BADM,321,Principles of Retailing,0,38,8,1,2,2,1,0,0,0,0,0,1,0,3.74,"Shabbir, Muhammad S"
BADM,322,Marketing Research,19,10,7,2,0,0,1,0,0,0,0,0,0,0,3.86,"Barnes, Aaron J"
BADM,322,Marketing Research,5,13,16,2,3,1,0,0,0,0,0,0,0,0,3.73,"Zhuang, Mengzhou"
BADM,323,Marketing Communications,0,26,9,1,1,0,0,0,0,0,0,0,0,0,3.87,"White, Tiffany B"
BADM,325,Consumer Behavior,18,12,4,1,0,0,0,0,0,0,0,0,0,0,3.94,"Koo, Minkyung"
BADM,325,Consumer Behavior,8,24,21,1,0,0,0,0,0,0,0,0,0,0,3.86,"Koo, Minkyung"
BADM,327,Marketing to Business and Govt,2,20,0,10,0,0,0,0,0,1,0,0,0,0,3.72,"Nezami, Mehdi"
BADM,329,New Product Development,1,13,17,5,3,0,0,0,0,0,0,0,0,1,3.69,"Mehta, Ravi P"
BADM,335,Supply Chain Management Basics,0,2,7,11,20,4,4,1,0,0,1,0,0,0,3.07,"Scott, Nehemiah"
BADM,336,Modeling the Supply Chain,2,26,6,4,12,2,0,0,0,0,0,0,0,0,3.63,"Palekar, Udatta S"
BADM,340,Ethical Dilemmas of Business,4,22,4,3,0,0,0,0,0,0,0,0,1,0,3.78,"Fricke, Michael R"
BADM,340,Ethical Dilemmas of Business,14,22,2,1,0,0,0,0,0,0,0,0,1,0,3.87,"Fricke, Michael R"
BADM,350,IT for Networked Organizations,0,7,20,15,7,3,1,0,0,0,1,0,1,0,3.34,"Sachdev, Vishal"
BADM,350,IT for Networked Organizations,0,16,16,9,7,1,1,1,0,0,0,0,0,1,3.54,"Sachdev, Vishal"
BADM,350,IT for Networked Organizations,2,54,3,1,2,0,1,2,0,0,1,0,0,0,3.81,"Nelson, Matthew L"
BADM,350,IT for Networked Organizations,0,61,2,0,2,1,0,0,0,0,0,0,0,0,3.94,"Nelson, Matthew L"
BADM,351,Social Media Strategy,0,44,14,6,1,0,0,0,0,0,0,0,0,0,3.85,"Larson, Eric"
BADM,353,Info Sys Analysis and Design,0,8,6,11,9,0,0,0,0,0,0,0,0,0,3.46,"Haran, Vidya"
BADM,353,Info Sys Analysis and Design,0,12,17,23,10,1,0,0,0,0,0,0,0,0,3.49,"Haran, Vidya"
BADM,365,New Product Marketing,0,29,5,0,1,0,0,0,0,0,0,0,0,0,3.92,"Mehta, Ravi P"
BADM,367,Mgmt of Innov and Technology,1,28,21,5,2,1,0,0,0,0,0,0,0,0,3.77,"Michael, Steven C"
BADM,374,Management Decision Models,14,21,7,5,1,5,0,1,0,0,0,1,0,0,3.66,"Liang, Hongyan"
BADM,375,Business Process Management,1,11,17,6,5,6,1,4,0,1,1,0,0,0,3.28,"Xu, Yuqian"
BADM,375,Business Process Management,0,22,13,10,7,1,0,1,0,0,1,0,0,0,3.56,"Xu, Yuqian"
BADM,375,Business Process Management,0,16,10,9,6,3,3,4,0,1,0,0,0,1,3.33,"Xu, Yuqian"
BADM,377,Project Management,1,6,11,11,15,6,5,0,0,0,0,0,0,0,3.23,"Taghaboni-Dutta, Fataneh"
BADM,378,Logistics Management,0,12,5,8,7,3,7,1,1,0,0,1,1,2,3.1,"Scott, Nehemiah"
BADM,380,International Business,0,30,10,4,2,1,0,0,0,0,0,0,0,0,3.8,"Martinez, Candace A"
BADM,380,International Business,16,11,5,2,1,0,1,0,0,0,0,0,0,0,3.84,"Jones, Danielle R"
BADM,380,International Business,0,29,13,9,1,1,0,0,0,0,0,0,0,0,3.76,"Martinez, Candace A"
BADM,380,International Business,9,13,10,4,2,0,0,0,0,0,0,0,0,0,3.79,"Zhang, Nan"
BADM,381,Multinational Management,0,29,2,2,0,0,0,0,0,0,0,0,0,0,3.94,"Martinez, Candace A"
BADM,382,International Marketing,1,9,16,12,3,1,2,0,0,0,0,0,0,0,3.52,"Torelli, Carlos J"
BADM,395,Data Science & Analytics,2,9,3,1,6,0,0,0,0,0,0,0,0,0,3.64,"Kim, Sung W"
BADM,403,Principles of Business Law,2,17,8,2,5,2,1,1,0,0,0,0,1,0,3.5,"Fricke, Michael R"
BADM,445,Small Business Consulting,4,33,0,0,0,0,0,1,0,0,0,0,0,0,3.95,"Kurtz, Jeffrey M"
BADM,449,Business Policy and Strategy,1,18,11,5,3,1,0,0,0,0,0,0,0,0,3.71,"Zheng, Wen"
BADM,449,Business Policy and Strategy,2,21,15,2,2,0,0,0,0,0,0,0,0,0,3.8,"Schijven, Mario P"
BADM,449,Business Policy and Strategy,0,6,16,12,3,2,0,1,0,0,0,0,0,0,3.48,"Downs, Joshua A"
BADM,449,Business Policy and Strategy,0,27,0,0,11,0,0,0,0,0,0,0,0,0,3.71,"Kelley, Samuel R"
BADM,449,Business Policy and Strategy,1,18,8,5,4,1,1,0,1,0,0,0,0,0,3.61,"Kim, June-Young"
BADM,449,Business Policy and Strategy,0,20,2,12,4,0,0,1,2,0,0,0,0,0,3.53,"Chattopadhyay, Shinjinee"
BADM,449,Business Policy and Strategy,0,24,10,3,3,0,0,0,0,0,0,0,0,0,3.79,"Yoo, Jae Kyun"
BADM,449,Business Policy and Strategy,2,18,13,3,3,1,0,0,0,0,0,0,0,0,3.73,"Schijven, Mario P"
BADM,449,Business Policy and Strategy,0,15,8,8,3,2,0,2,0,0,0,0,0,0,3.54,"Mahoney, Joseph T"
BADM,449,Business Policy and Strategy,0,31,2,5,1,0,0,0,0,0,0,0,0,0,3.87,"Chattopadhyay, Shinjinee"
BADM,453,Decision Support Systems,0,41,3,1,0,0,0,0,0,0,0,0,0,0,3.96,"Han, Wencui"
BADM,460,Business Process Modeling,0,42,5,2,2,1,0,0,0,0,0,0,0,0,3.88,"Liang, Hongyan"
BADM,508,Leadership and Teams,3,22,13,6,7,2,0,0,0,0,0,0,0,0,3.66,"Kraatz, Matthew S"
BADM,508,Leadership and Teams,4,15,11,4,4,0,0,0,0,0,0,0,0,0,3.73,"Kraatz, Matthew S"
BADM,509,Managing Organizations,1,17,9,10,9,0,0,0,0,0,0,0,0,0,3.59,"Khessina, Olga"
BADM,509,Managing Organizations,0,19,13,5,5,0,0,0,0,0,0,0,0,0,3.7,"Bednar, Michael K"
BADM,514,Managing Innovation,4,15,8,2,1,0,1,0,0,0,0,0,0,0,3.79,"Love, E G"
BADM,514,Managing Innovation,4,17,7,5,1,1,0,0,0,0,0,0,0,0,3.77,"Love, E G"
BADM,520,Marketing Management,3,35,8,5,2,0,0,0,0,0,0,0,0,0,3.85,"Noel, Hayden N"
BADM,520,Marketing Management,4,24,5,3,0,0,0,0,0,0,0,0,0,0,3.9,"Noel, Hayden N"
BADM,520,Marketing Management,4,29,9,3,2,0,0,0,0,0,0,0,0,0,3.85,"Noel, Hayden N"
BADM,525,New Product Development,0,8,13,19,9,1,1,0,0,0,0,0,0,0,3.43,"Mehta, Ravi P"
BADM,525,New Product Development,0,5,6,10,5,1,1,0,0,0,0,0,0,0,3.4,"Mehta, Ravi P"
BADM,528,Promotional Strategy,0,14,12,1,0,0,0,0,0,0,0,0,0,0,3.83,"White, Tiffany B"
BADM,532,Sustain Design & Enterprise I,4,17,1,0,1,0,0,0,0,0,0,0,0,0,3.94,"Viswanathan, Madhubalan"
BADM,540,Frontiers in Technology,0,48,0,0,2,0,0,2,0,0,0,0,0,0,3.88,"Kurtz, Jeffrey M"
BADM,554,Enterprise Database Management,1,6,11,11,13,8,1,1,0,0,0,0,0,0,3.26,"Sachdev, Vishal"
BADM,562,Social Media Strategy,0,40,7,2,1,0,0,1,0,0,0,0,0,0,3.87,"Larson, Eric"
BADM,566,Supply Chain Management,0,19,16,11,15,2,2,0,2,0,0,0,0,0,3.43,"Scott, Nehemiah"
BADM,567,Process Management,1,12,17,16,7,0,0,0,0,0,0,0,0,0,3.56,"Chhajed, Dilip"
BADM,567,Process Management,0,8,14,9,7,0,0,0,0,0,0,0,0,0,3.54,"Chhajed, Dilip"
BADM,567,Process Management,0,252,54,34,31,8,6,6,4,0,3,0,3,4,3.66,"Palekar, Udatta S"
BADM,567,Process Management,4,22,10,3,5,3,4,0,0,0,0,0,0,0,3.59,"Anand, Gopesh J"
BADM,567,Process Management,0,58,12,11,10,2,3,3,1,1,0,0,4,3,3.47,"Palekar, Udatta S"
BADM,567,Process Management,2,9,15,6,8,2,3,2,0,0,0,0,0,0,3.39,"Anand, Gopesh J"
BADM,572,Stat for Mgt Decision Making,3,16,17,7,3,4,2,0,1,0,0,0,0,0,3.54,"Kwon, Hyok-Jon D"
BADM,572,Stat for Mgt Decision Making,8,25,5,1,6,1,1,0,0,0,0,0,0,0,3.76,"Taghaboni-Dutta, Fataneh"
BADM,586,Intl Comparative Management,36,10,2,1,3,0,0,0,0,0,0,0,0,0,3.92,"Girndt-Clougher, Tina"
BADM,590,Data Science & Analytics,4,42,11,3,0,1,0,0,0,0,0,0,0,0,3.89,"Kim, Sung W"
BADM,590,Entrepreneurship,0,15,7,3,3,0,1,0,0,0,0,0,0,0,3.69,"Michael, Steven C"
BADM,590,Glbl Impct:CulPsych&BusEthics,0,87,14,5,2,0,0,0,0,0,0,0,0,0,3.91,"Torelli, Carlos J"
BADM,590,Marketing in an Analog World,13,96,40,15,19,5,3,3,1,1,0,0,0,0,3.67,"Rindfleisch, Aric P"
